updateCount,lastprice,volume,bidsize,bid,ask,asksize
13602,26.81,90995,617,26.81,26.82,759
13603,26.81,90995,619,26.81,26.82,754
13604,26.81,90995,619,26.81,26.82,744
13605,26.82,90996,664,26.81,26.82,743
13606,26.82,90996,705,26.81,26.82,743
13607,26.82,90996,708,26.81,26.82,743
13608,26.82,90996,708,26.81,26.82,743
13609,26.82,90996,720,26.81,26.82,744
13610,26.81,90997,720,26.81,26.82,744
13611,26.81,91004,711,26.81,26.82,744
13612,26.81,91012,703,26.81,26.82,740
13613,26.81,91012,714,26.81,26.82,740
13614,26.81,91012,714,26.81,26.82,740
13615,26.81,91012,714,26.81,26.82,744
13616,26.82,91013,714,26.81,26.82,798
13617,26.82,91013,714,26.81,26.82,798
13618,26.82,91013,705,26.81,26.82,798
13619,26.82,91013,706,26.81,26.82,798
13620,26.82,91013,706,26.81,26.82,798
13621,26.82,91013,721,26.81,26.82,799
13622,26.82,91013,726,26.81,26.82,799
13623,26.82,91013,726,26.81,26.82,799
13624,26.81,91014,725,26.81,26.82,798
13625,26.81,91015,725,26.81,26.82,798
13626,26.81,91015,725,26.81,26.82,798
13627,26.82,91017,724,26.81,26.82,797
13628,26.82,91017,724,26.81,26.82,797
13629,26.82,91017,725,26.81,26.82,797
13630,26.82,91017,728,26.81,26.82,797
13631,26.82,91017,728,26.81,26.82,797
13632,26.82,91017,728,26.81,26.82,797
13633,26.82,91020,716,26.81,26.82,806
13634,26.82,91020,716,26.81,26.82,806
13635,26.82,91020,716,26.81,26.82,806
13636,26.82,91020,716,26.81,26.82,806
13637,26.82,91020,716,26.81,26.82,806
13638,26.82,91020,716,26.81,26.82,806
13639,26.82,91020,716,26.81,26.82,806
13640,26.82,91020,722,26.81,26.82,802
13641,26.82,91020,722,26.81,26.82,802
13642,26.82,91020,722,26.81,26.82,802
13643,26.82,91020,722,26.81,26.82,804
13644,26.82,91020,722,26.81,26.82,804
13645,26.82,91020,723,26.81,26.82,804
13646,26.81,91022,720,26.81,26.82,804
13647,26.81,91023,719,26.81,26.82,804
13648,26.81,91023,719,26.81,26.82,804
13649,26.81,91025,717,26.81,26.82,805
13650,26.81,91025,717,26.81,26.82,805
13651,26.81,91025,718,26.81,26.82,805
13652,26.81,91025,718,26.81,26.82,805
13653,26.81,91032,711,26.81,26.82,805
13654,26.81,91032,711,26.81,26.82,805
13655,26.81,91032,711,26.81,26.82,810
13656,26.81,91032,711,26.81,26.82,810
13657,26.81,91032,711,26.81,26.82,810
13658,26.81,91032,711,26.81,26.82,810
13659,26.81,91033,710,26.81,26.82,810
13660,26.82,91038,713,26.81,26.82,805
13661,26.82,91038,713,26.81,26.82,805
13662,26.82,91038,714,26.81,26.82,805
13663,26.82,91038,715,26.81,26.82,805
13664,26.82,91038,715,26.81,26.82,805
13665,26.82,91038,715,26.81,26.82,815
13666,26.82,91038,719,26.81,26.82,815
13667,26.82,91042,719,26.81,26.82,811
13668,26.82,91042,719,26.81,26.82,794
13669,26.82,91042,731,26.81,26.82,795
13670,26.82,91042,731,26.81,26.82,795
13671,26.82,91042,731,26.81,26.82,793
13672,26.82,91042,722,26.81,26.82,787
13673,26.82,91042,722,26.81,26.82,787
13674,26.82,91048,722,26.81,26.82,781
13675,26.81,91050,720,26.81,26.82,781
13676,26.81,91050,720,26.81,26.82,781
13677,26.81,91050,720,26.81,26.82,781
13678,26.81,91050,732,26.81,26.82,781
13679,26.81,91050,732,26.81,26.82,781
13680,26.81,91050,732,26.81,26.82,781
13681,26.81,91050,732,26.81,26.82,781
13682,26.81,91050,732,26.81,26.82,781
13683,26.81,91050,732,26.81,26.82,786
13684,26.81,91050,737,26.81,26.82,786
13685,26.81,91050,737,26.81,26.82,786
13686,26.81,91050,738,26.81,26.82,786
13687,26.81,91051,740,26.81,26.82,786
13688,26.81,91051,740,26.81,26.82,786
13689,26.82,91061,740,26.81,26.82,776
13690,26.81,91062,761,26.81,26.82,777
13691,26.81,91162,661,26.81,26.82,777
13692,26.81,91163,660,26.81,26.82,772
13693,26.81,91163,657,26.81,26.82,785
13694,26.81,91163,657,26.81,26.82,785
13695,26.81,91164,658,26.81,26.82,786
13696,26.81,91164,665,26.81,26.82,786
13697,26.81,91164,665,26.81,26.82,786
13698,26.82,91169,665,26.81,26.82,781
13699,26.82,91169,668,26.81,26.82,783
13700,26.82,91169,668,26.81,26.82,783
13701,26.82,91169,668,26.81,26.82,784
13702,26.82,91173,668,26.81,26.82,780
13703,26.82,91173,668,26.81,26.82,780
13704,26.81,91181,668,26.81,26.82,770
13705,26.81,91181,669,26.81,26.82,770
13706,26.81,91181,669,26.81,26.82,770
13707,26.81,91181,669,26.81,26.82,771
13708,26.81,91181,669,26.81,26.82,772
13709,26.81,91181,669,26.81,26.82,772
13710,26.82,91186,694,26.81,26.82,767
13711,26.82,91187,696,26.81,26.82,766
13712,26.82,91187,696,26.81,26.82,766
13713,26.82,91187,696,26.81,26.82,766
13714,26.82,91197,697,26.81,26.82,776
13715,26.82,91197,697,26.81,26.82,776
13716,26.82,91197,697,26.81,26.82,776
13717,26.82,91197,697,26.81,26.82,776
13718,26.82,91197,696,26.81,26.82,776
13719,26.81,91202,693,26.81,26.82,776
13720,26.81,91202,693,26.81,26.82,776
13721,26.82,91204,693,26.81,26.82,774
13722,26.82,91217,692,26.81,26.82,762
13723,26.82,91217,692,26.81,26.82,762
13724,26.81,91219,690,26.81,26.82,762
13725,26.81,91220,689,26.81,26.82,763
13726,26.81,91220,689,26.81,26.82,763
13727,26.82,91221,689,26.81,26.82,762
13728,26.82,91221,689,26.81,26.82,762
13729,26.82,91221,652,26.81,26.82,769
13730,26.82,91232,652,26.81,26.82,762
13731,26.82,91232,652,26.81,26.82,762
13732,26.82,91232,654,26.81,26.82,762
13733,26.82,91232,654,26.81,26.82,768
13734,26.81,91312,567,26.81,26.82,768
13735,26.81,91312,567,26.81,26.82,768
13736,26.81,91312,565,26.81,26.82,763
13737,26.81,91312,565,26.81,26.82,763
13738,26.81,91312,566,26.81,26.82,763
13739,26.81,91312,598,26.81,26.82,746
13740,26.81,91312,598,26.81,26.82,746
13741,26.81,91312,603,26.81,26.82,746
13742,26.81,91312,603,26.81,26.82,746
13743,26.81,91312,603,26.81,26.82,746
13744,26.81,91312,523,26.81,26.82,746
13745,26.81,91312,530,26.81,26.82,746
13746,26.81,91312,530,26.81,26.82,746
13747,26.81,91312,538,26.81,26.82,746
13748,26.82,91322,538,26.81,26.82,736
13749,26.82,91322,538,26.81,26.82,736
13750,26.82,91322,538,26.81,26.82,736
13751,26.81,91325,525,26.81,26.82,735
13752,26.82,91329,524,26.81,26.82,732
13753,26.82,91329,524,26.81,26.82,732
13754,26.81,91349,505,26.81,26.82,732
13755,26.82,91359,480,26.81,26.82,727
13756,26.82,91359,481,26.81,26.82,727
13757,26.82,91360,481,26.81,26.82,721
13758,26.81,91380,486,26.81,26.82,721
13759,26.81,91380,486,26.81,26.82,721
13760,26.81,91380,462,26.81,26.82,746
13761,26.81,91380,462,26.81,26.82,746
13762,26.81,91380,463,26.81,26.82,746
13763,26.81,91380,463,26.81,26.82,746
13764,26.81,91380,463,26.81,26.82,746
13765,26.81,91380,507,26.81,26.82,747
13766,26.81,91380,507,26.81,26.82,747
13767,26.81,91380,532,26.81,26.82,747
13768,26.81,91380,532,26.81,26.82,748
13769,26.81,91383,530,26.81,26.82,747
13770,26.81,91383,533,26.81,26.82,747
13771,26.81,91384,532,26.81,26.82,747
13772,26.82,91395,532,26.81,26.82,736
13773,26.82,91395,532,26.81,26.82,736
13774,26.82,91395,532,26.81,26.82,731
13775,26.82,91395,532,26.81,26.82,731
13776,26.82,91395,532,26.81,26.82,731
13777,26.81,91405,622,26.81,26.82,731
13778,26.81,91405,622,26.81,26.82,731
13779,26.81,91405,632,26.81,26.82,725
13780,26.81,91405,631,26.81,26.82,725
13781,26.81,91405,631,26.81,26.82,725
13782,26.81,91405,731,26.81,26.82,725
13783,26.81,91406,730,26.81,26.82,725
13784,26.81,91406,730,26.81,26.82,725
13785,26.81,91406,730,26.81,26.82,725
13786,26.82,91586,730,26.81,26.82,545
13787,26.82,91587,932,26.81,26.82,452
13788,26.82,91707,932,26.81,26.82,319
13789,26.82,92025,105,26.82,26.83,841
13790,26.82,92336,804,26.81,26.82,70
13791,26.82,92408,172,26.82,26.83,836
13792,26.82,92408,186,26.82,26.83,804
13793,26.82,92408,186,26.82,26.83,804
13794,26.82,92408,538,26.82,26.83,800
13795,26.82,92513,463,26.82,26.83,787
13796,26.82,92514,458,26.82,26.83,789
13797,26.82,92514,538,26.82,26.83,789
13798,26.82,92525,527,26.82,26.83,791
13799,26.82,92525,527,26.82,26.83,791
13800,26.82,92525,511,26.82,26.83,791
13801,26.82,92525,515,26.82,26.83,801
13802,26.82,92525,515,26.82,26.83,801
13803,26.82,92525,515,26.82,26.83,801
13804,26.82,92525,815,26.82,26.83,789
13805,26.82,92525,815,26.82,26.83,789
13806,26.82,92525,818,26.82,26.83,789
13807,26.82,92525,818,26.82,26.83,789
13808,26.82,92526,805,26.82,26.83,790
13809,26.82,92526,810,26.82,26.83,790
13810,26.82,92526,810,26.82,26.83,790
13811,26.82,92526,810,26.82,26.83,790
13812,26.82,92526,810,26.82,26.83,790
13813,26.82,92527,809,26.82,26.83,790
13814,26.82,92527,809,26.82,26.83,790
13815,26.82,92527,804,26.82,26.83,790
13816,26.82,92527,804,26.82,26.83,790
13817,26.82,92578,765,26.82,26.83,790
13818,26.82,92578,765,26.82,26.83,790
13819,26.82,92578,765,26.82,26.83,792
13820,26.82,92578,765,26.82,26.83,792
13821,26.82,92578,551,26.82,26.83,787
13822,26.82,93023,896,26.81,26.82,8
13823,26.82,93076,24,26.82,26.83,808
13824,26.82,93100,34,26.82,26.83,822
13825,26.82,93100,42,26.82,26.83,792
13826,26.83,93200,43,26.82,26.83,680
13827,26.82,93203,64,26.82,26.83,681
13828,26.82,93203,163,26.82,26.83,675
13829,26.83,93884,319,26.83,26.84,752
13830,26.83,93893,440,26.83,26.84,740
13831,26.84,93914,528,26.83,26.84,609
13832,26.83,93915,532,26.83,26.84,608
13833,26.83,93915,536,26.83,26.84,604
13834,26.83,93916,531,26.83,26.84,604
13835,26.83,93916,531,26.83,26.84,604
13836,26.83,93917,537,26.83,26.84,592
13837,26.83,93917,534,26.83,26.84,608
13838,26.83,93920,531,26.83,26.84,608
13839,26.83,93920,531,26.83,26.84,475
13840,26.83,93920,815,26.83,26.84,510
13841,26.83,93920,815,26.83,26.84,510
13842,26.83,93922,841,26.83,26.84,510
13843,26.83,93970,798,26.83,26.84,510
13844,26.83,93970,798,26.83,26.84,510
13845,26.83,93970,798,26.83,26.84,524
13846,26.83,93971,797,26.83,26.84,524
13847,26.83,93977,791,26.83,26.84,524
13848,26.83,93977,791,26.83,26.84,525
13849,26.83,93977,791,26.83,26.84,523
13850,26.83,93977,791,26.83,26.84,523
13851,26.83,93977,791,26.83,26.84,523
13852,26.83,93978,790,26.83,26.84,528
13853,26.83,93978,790,26.83,26.84,528
13854,26.83,93982,788,26.83,26.84,538
13855,26.84,94520,626,26.84,26.85,1319
13856,26.84,94520,626,26.84,26.85,1319
13857,26.84,94520,730,26.84,26.85,1292
13858,26.85,94527,735,26.84,26.85,1287
13859,26.85,94527,735,26.84,26.85,1287
13860,26.85,94527,779,26.84,26.85,1282
13861,26.85,94527,779,26.84,26.85,883
13862,26.85,94527,779,26.84,26.85,883
13863,26.84,94627,779,26.84,26.85,883
13864,26.84,94628,781,26.84,26.85,886
13865,26.85,94630,781,26.84,26.85,879
13866,26.85,94630,781,26.84,26.85,878
13867,26.85,94631,781,26.84,26.85,977
13868,26.85,94631,781,26.84,26.85,977
13869,26.84,94632,780,26.84,26.85,977
13870,26.85,94637,780,26.84,26.85,972
13871,26.85,94637,780,26.84,26.85,972
13872,26.85,94638,780,26.84,26.85,973
13873,26.85,95149,180,26.84,26.85,962
13874,26.85,95149,180,26.84,26.85,962
13875,26.85,95164,78,26.84,26.85,953
13876,26.84,95311,792,26.83,26.85,851
13877,26.84,95311,792,26.83,26.85,851
13878,26.84,95311,815,26.83,26.85,963
13879,26.84,95311,808,26.83,26.84,6
13880,26.84,95319,4,26.84,26.85,1012
13881,26.85,95320,68,26.84,26.85,991
13882,26.85,96318,231,26.85,26.86,608
13883,26.85,96318,231,26.85,26.86,608
13884,26.85,96322,293,26.85,26.86,475
13885,26.85,96422,194,26.85,26.86,463
13886,26.85,96423,188,26.85,26.86,467
13887,26.85,96425,194,26.85,26.86,468
13888,26.85,96432,188,26.85,26.86,466
13889,26.85,96432,188,26.85,26.86,466
13890,26.85,96433,196,26.85,26.86,465
13891,26.86,96446,201,26.85,26.86,476
13892,26.86,96446,201,26.85,26.86,476
13893,26.85,96500,219,26.85,26.86,435
13894,26.86,96515,240,26.85,26.86,426
13895,26.86,96516,244,26.85,26.86,465
13896,26.86,96597,209,26.85,26.86,406
13897,26.85,96762,208,26.85,26.86,241
13898,26.86,96763,208,26.85,26.86,240
13899,26.86,96779,409,26.85,26.86,208
13900,26.87,96981,83,26.86,26.87,667
13901,26.87,96981,83,26.86,26.87,667
13902,26.87,97001,130,26.86,26.87,652
13903,26.87,97065,149,26.86,26.87,508
13904,26.87,97066,149,26.86,26.87,507
13905,26.86,97094,331,26.86,26.87,389
13906,26.86,97124,508,26.86,26.87,176
13907,26.86,97124,508,26.86,26.87,176
13908,26.87,97129,614,26.86,26.87,214
13909,26.86,97132,612,26.86,26.87,322
13910,26.86,97132,612,26.86,26.87,322
13911,26.87,97139,607,26.86,26.87,321
13912,26.87,97146,607,26.86,26.87,308
13913,26.87,97146,607,26.86,26.87,308
13914,26.86,97161,604,26.86,26.87,302
13915,26.87,97180,591,26.86,26.87,302
13916,26.87,97180,591,26.86,26.87,302
13917,26.86,97185,590,26.86,26.87,306
13918,26.87,97187,589,26.86,26.87,579
13919,26.87,97187,588,26.86,26.87,577
13920,26.87,97187,588,26.86,26.87,720
13921,26.86,97200,477,26.86,26.87,717
13922,26.86,97200,477,26.86,26.87,721
13923,26.86,97211,463,26.86,26.87,725
13924,26.86,97216,466,26.86,26.87,725
13925,26.86,97216,466,26.86,26.87,725
13926,26.86,97307,276,26.86,26.87,818
13927,26.87,97311,73,26.86,26.87,865
13928,26.86,97384,646,26.85,26.86,47
13929,26.85,97386,633,26.85,26.86,60
13930,26.86,97394,627,26.85,26.86,58
13931,26.86,97394,627,26.85,26.86,58
13932,26.86,97396,627,26.85,26.86,119
13933,26.86,97396,627,26.85,26.86,119
13934,26.86,97398,627,26.85,26.86,162
13935,26.86,97411,625,26.85,26.86,202
13936,26.86,97411,625,26.85,26.86,202
13937,26.86,97411,624,26.85,26.86,207
13938,26.86,97424,612,26.85,26.86,205
13939,26.86,97438,613,26.85,26.86,203
13940,26.86,97448,613,26.85,26.86,192
13941,26.86,97459,612,26.85,26.86,186
13942,26.86,97510,624,26.85,26.86,136
13943,26.86,97510,624,26.85,26.86,136
13944,26.85,97563,645,26.85,26.86,46
13945,26.86,97610,183,26.86,26.87,950
13946,26.86,97617,178,26.86,26.87,930
13947,26.87,97621,175,26.86,26.87,910
13948,26.87,97642,156,26.86,26.87,915
13949,26.87,97642,156,26.86,26.87,916
13950,26.86,97653,161,26.86,26.87,900
13951,26.86,97818,682,26.85,26.86,30
13952,26.86,97818,670,26.85,26.86,32
13953,26.86,97818,692,26.85,26.86,37
13954,26.86,97818,692,26.85,26.86,37
13955,26.86,97818,693,26.85,26.86,38
13956,26.86,97908,693,26.85,26.86,125
13957,26.86,97928,693,26.85,26.86,108
13958,26.86,97931,693,26.85,26.86,146
13959,26.86,97962,693,26.85,26.86,472
13960,26.86,97963,703,26.85,26.86,560
13961,26.86,97963,695,26.85,26.86,564
13962,26.86,97965,694,26.85,26.86,668
13963,26.86,97966,694,26.85,26.86,708
13964,26.86,97968,694,26.85,26.86,706
13965,26.86,97968,691,26.85,26.86,706
13966,26.86,97975,690,26.85,26.86,704
13967,26.86,97975,690,26.85,26.86,704
13968,26.85,97987,680,26.85,26.86,703
13969,26.85,97987,680,26.85,26.86,703
13970,26.85,97987,488,26.85,26.86,709
13971,26.85,97987,341,26.85,26.86,716
13972,26.86,97989,241,26.85,26.86,715
13973,26.86,97989,241,26.85,26.86,716
13974,26.86,98024,224,26.85,26.86,752
13975,26.85,98102,199,26.85,26.86,782
13976,26.86,98108,199,26.85,26.86,777
13977,26.85,98109,204,26.85,26.86,778
13978,26.85,98109,204,26.85,26.86,778
13979,26.85,98121,165,26.85,26.86,780
13980,26.85,98131,158,26.85,26.86,874
13981,26.85,98133,168,26.85,26.86,914
13982,26.85,98133,168,26.85,26.86,913
13983,26.86,98136,166,26.85,26.86,912
13984,26.86,98181,122,26.85,26.86,915
13985,26.86,98181,124,26.85,26.86,915
13986,26.85,98304,9,26.85,26.86,800
13987,26.85,98317,1,26.85,26.86,823
13988,26.85,98317,3,26.85,26.86,823
13989,26.85,98325,8,26.85,26.86,823
13990,26.85,98333,2,26.85,26.86,884
13991,26.85,98335,672,26.84,26.86,808
13992,26.86,98347,850,26.84,26.86,814
13993,26.86,98367,853,26.84,26.86,806
13994,26.85,98370,78,26.85,26.86,805
13995,26.85,98373,102,26.85,26.86,792
13996,26.86,98376,103,26.85,26.86,790
13997,26.86,98376,103,26.85,26.86,790
13998,26.86,98382,119,26.85,26.86,793
13999,26.86,98382,119,26.85,26.86,793
14000,26.86,98382,159,26.85,26.86,794
14001,26.85,98385,158,26.85,26.86,793
14002,26.85,98386,157,26.85,26.86,799
14003,26.86,98388,157,26.85,26.86,797
14004,26.86,98388,159,26.85,26.86,797
14005,26.86,98388,159,26.85,26.86,797
14006,26.85,98390,179,26.85,26.86,798
14007,26.85,98392,177,26.85,26.86,803
14008,26.85,98393,175,26.85,26.86,804
14009,26.85,98394,175,26.85,26.86,804
14010,26.85,98395,194,26.85,26.86,804
14011,26.85,98395,194,26.85,26.86,804
14012,26.85,98395,199,26.85,26.86,806
14013,26.85,98396,208,26.85,26.86,808
14014,26.86,98829,625,26.84,26.86,748
14015,26.86,98830,580,26.84,26.85,1
14016,26.85,98837,742,26.84,26.85,20
14017,26.85,98859,4,26.85,26.86,798
14018,26.85,98859,5,26.85,26.86,811
14019,26.85,98952,90,26.85,26.86,773
14020,26.86,98972,93,26.85,26.86,754
14021,26.86,98973,93,26.85,26.86,753
14022,26.85,98976,91,26.85,26.86,755
14023,26.85,98979,88,26.85,26.86,755
14024,26.85,98986,86,26.85,26.86,750
14025,26.85,98989,88,26.85,26.86,776
14026,26.85,98990,87,26.85,26.86,777
14027,26.85,98991,86,26.85,26.86,782
14028,26.86,98997,180,26.85,26.86,782
14029,26.86,98997,180,26.85,26.86,782
14030,26.86,98997,190,26.85,26.86,781
14031,26.85,98999,190,26.85,26.86,780
14032,26.85,98999,190,26.85,26.86,780
14033,26.85,98999,197,26.85,26.86,777
14034,26.85,98999,199,26.85,26.86,784
14035,26.85,99011,197,26.85,26.86,777
14036,26.85,99011,197,26.85,26.86,739
14037,26.85,99026,210,26.85,26.86,725
14038,26.85,99028,293,26.85,26.86,724
14039,26.86,99029,295,26.85,26.86,723
14040,26.85,99031,298,26.85,26.86,722
14041,26.85,99031,298,26.85,26.86,722
14042,26.85,99052,277,26.85,26.86,732
14043,26.85,99053,278,26.85,26.86,735
14044,26.85,99053,278,26.85,26.86,735
14045,26.85,99054,277,26.85,26.86,749
14046,26.85,99055,277,26.85,26.86,750
14047,26.85,99055,277,26.85,26.86,750
14048,26.85,99055,280,26.85,26.86,750
14049,26.86,99058,280,26.85,26.86,746
14050,26.86,99058,280,26.85,26.86,746
14051,26.85,99063,275,26.85,26.86,748
14052,26.86,99064,285,26.85,26.86,751
14053,26.86,99065,287,26.85,26.86,750
14054,26.85,99066,291,26.85,26.86,834
14055,26.85,99071,287,26.85,26.86,845
14056,26.85,99072,287,26.85,26.86,845
14057,26.86,99073,287,26.85,26.86,845
14058,26.86,99073,287,26.85,26.86,845
14059,26.86,99073,287,26.85,26.86,845
14060,26.86,99076,286,26.85,26.86,843
14061,26.85,99104,260,26.85,26.86,846
14062,26.85,99105,259,26.85,26.86,846
14063,26.85,99105,269,26.85,26.86,996
14064,26.85,99109,265,26.85,26.86,998
14065,26.85,99109,265,26.85,26.86,998
14066,26.85,99110,267,26.85,26.86,998
14067,26.85,99111,271,26.85,26.86,1008
14068,26.85,99111,271,26.85,26.86,1008
14069,26.86,99112,272,26.85,26.86,1009
14070,26.85,99113,271,26.85,26.86,1010
14071,26.85,99113,271,26.85,26.86,1010
14072,26.85,99115,270,26.85,26.86,1030
14073,26.85,99115,270,26.85,26.86,1030
14074,26.85,99115,270,26.85,26.86,1030
14075,26.85,99115,271,26.85,26.86,1042
14076,26.86,99188,253,26.85,26.86,994
14077,26.86,99188,253,26.85,26.86,990
14078,26.86,99188,253,26.85,26.86,987
14079,26.85,99209,243,26.85,26.86,979
14080,26.85,99209,243,26.85,26.86,979
14081,26.85,99209,247,26.85,26.86,979
14082,26.85,99212,244,26.85,26.86,979
14083,26.85,99212,244,26.85,26.86,979
14084,26.85,99213,250,26.85,26.86,967
14085,26.85,99214,254,26.85,26.86,967
14086,26.85,99214,254,26.85,26.86,967
14087,26.86,99215,254,26.85,26.86,966
14088,26.85,99216,253,26.85,26.86,960
14089,26.85,99216,253,26.85,26.86,960
14090,26.85,99216,253,26.85,26.86,960
14091,26.86,99241,253,26.85,26.86,936
14092,26.86,99241,253,26.85,26.86,936
14093,26.86,99241,253,26.85,26.86,933
14094,26.86,99246,249,26.85,26.86,935
14095,26.86,99246,249,26.85,26.86,935
14096,26.86,99247,250,26.85,26.86,936
14097,26.85,99270,314,26.85,26.86,918
14098,26.85,99270,314,26.85,26.86,918
14099,26.85,99270,415,26.85,26.86,918
14100,26.85,99270,415,26.85,26.86,918
14101,26.85,99270,418,26.85,26.86,920
14102,26.85,99270,421,26.85,26.86,920
14103,26.86,99290,420,26.85,26.86,900
14104,26.86,99290,420,26.85,26.86,900
14105,26.85,99291,419,26.85,26.86,912
14106,26.85,99291,419,26.85,26.86,912
14107,26.85,99291,518,26.85,26.86,920
14108,26.86,99391,618,26.85,26.86,820
14109,26.86,99399,1120,26.85,26.86,813
14110,26.86,99399,1119,26.85,26.86,813
14111,26.86,100211,225,26.86,26.87,749
14112,26.86,100216,571,26.86,26.87,922
14113,26.86,100216,570,26.86,26.87,917
14114,26.86,100219,612,26.86,26.87,915
14115,26.86,100303,524,26.86,26.87,915
14116,26.86,100303,523,26.86,26.87,927
14117,26.86,100303,526,26.86,26.87,927
14118,26.86,100312,561,26.86,26.87,927
14119,26.86,100312,561,26.86,26.87,927
14120,26.86,100332,542,26.86,26.87,927
14121,26.86,100333,511,26.86,26.87,727
14122,26.86,100333,511,26.86,26.87,727
14123,26.87,100341,622,26.86,26.87,804
14124,26.86,100345,307,26.86,26.87,804
14125,26.86,100345,307,26.86,26.87,803
14126,26.86,100345,306,26.86,26.87,797
14127,26.87,100356,295,26.86,26.87,809
14128,26.87,100356,295,26.86,26.87,809
14129,26.86,100357,295,26.86,26.87,802
14130,26.87,100358,295,26.86,26.87,862
14131,26.87,100358,295,26.86,26.87,862
14132,26.86,100364,253,26.86,26.87,867
14133,26.86,100386,103,26.86,26.87,1062
14134,26.86,100386,103,26.86,26.87,1062
14135,26.86,100396,93,26.86,26.87,1063
14136,26.87,100399,91,26.86,26.87,1062
14137,26.87,100399,91,26.86,26.87,1062
14138,26.87,100451,90,26.86,26.87,1012
14139,26.86,100459,112,26.86,26.87,1007
14140,26.86,100459,107,26.86,26.87,1007
14141,26.86,100460,147,26.86,26.87,1014
14142,26.86,100460,147,26.86,26.87,1014
14143,26.86,100460,220,26.86,26.87,1015
14144,26.86,100463,257,26.86,26.87,1053
14145,26.86,100470,252,26.86,26.87,1022
14146,26.86,100470,252,26.86,26.87,1022
14147,26.86,100478,285,26.86,26.87,988
14148,26.86,100480,285,26.86,26.87,988
14149,26.86,100481,284,26.86,26.87,999
14150,26.86,100494,277,26.86,26.87,998
14151,26.86,100494,277,26.86,26.87,998
14152,26.87,100497,282,26.86,26.87,990
14153,26.87,100497,297,26.86,26.87,995
14154,26.86,100502,296,26.86,26.87,996
14155,26.86,100502,301,26.86,26.87,997
14156,26.87,100554,301,26.86,26.87,946
14157,26.86,100564,298,26.86,26.87,946
14158,26.86,100567,295,26.86,26.87,946
14159,26.87,100585,342,26.86,26.87,932
14160,26.86,100587,344,26.86,26.87,922
14161,26.86,100587,352,26.86,26.87,921
14162,26.86,100605,329,26.86,26.87,922
14163,26.86,100608,411,26.86,26.87,922
14164,26.86,100608,411,26.86,26.87,922
14165,26.87,100610,430,26.86,26.87,919
14166,26.87,100615,430,26.86,26.87,914
14167,26.87,100625,437,26.86,26.87,905
14168,26.87,100638,449,26.86,26.87,909
14169,26.87,100638,449,26.86,26.87,909
14170,26.87,100650,442,26.86,26.87,908
14171,26.87,100652,442,26.86,26.87,906
14172,26.87,100653,462,26.86,26.87,905
14173,26.86,100654,462,26.86,26.87,905
14174,26.87,100655,464,26.86,26.87,902
14175,26.87,100655,464,26.86,26.87,902
14176,26.87,100655,464,26.86,26.87,901
14177,26.87,100656,464,26.86,26.87,907
14178,26.86,100658,462,26.86,26.87,907
14179,26.87,100700,423,26.86,26.87,905
14180,26.87,100712,422,26.86,26.87,899
14181,26.87,100712,422,26.86,26.87,899
14182,26.86,100713,421,26.86,26.87,910
14183,26.87,100719,416,26.86,26.87,909
14184,26.87,100719,416,26.86,26.87,909
14185,26.86,100740,406,26.86,26.87,899
14186,26.86,100791,357,26.86,26.87,899
14187,26.86,100793,361,26.86,26.87,908
14188,26.87,100816,359,26.86,26.87,883
14189,26.87,101106,459,26.86,26.87,595
14190,26.87,101106,459,26.86,26.87,595
14191,26.87,101106,560,26.86,26.87,290
14192,26.87,101119,558,26.86,26.87,283
14193,26.87,101126,553,26.86,26.87,281
14194,26.86,101127,552,26.86,26.87,284
14195,26.86,101127,557,26.86,26.87,326
14196,26.86,101138,556,26.86,26.87,315
14197,26.87,101139,558,26.86,26.87,512
14198,26.87,101144,565,26.86,26.87,497
14199,26.87,101144,565,26.86,26.87,497
14200,26.87,101157,596,26.86,26.87,501
14201,26.87,101160,596,26.86,26.87,558
14202,26.87,101160,596,26.86,26.87,558
14203,26.87,101165,596,26.86,26.87,653
14204,26.87,101174,596,26.86,26.87,646
14205,26.87,101183,596,26.86,26.87,637
14206,26.87,101199,586,26.86,26.87,631
14207,26.87,101211,586,26.86,26.87,619
14208,26.87,101211,586,26.86,26.87,619
14209,26.87,101461,588,26.86,26.87,369
14210,26.87,101489,582,26.86,26.87,245
14211,26.87,101489,582,26.86,26.87,245
14212,26.86,101511,578,26.86,26.87,228
14213,26.86,101513,580,26.86,26.87,265
14214,26.86,101513,580,26.86,26.87,265
14215,26.87,101515,580,26.86,26.87,269
14216,26.87,101536,580,26.86,26.87,248
14217,26.87,101536,580,26.86,26.87,248
14218,26.87,101578,581,26.86,26.87,210
14219,26.87,101618,567,26.86,26.87,185
14220,26.87,101618,566,26.86,26.87,185
14221,26.86,101632,566,26.86,26.87,174
14222,26.86,101639,642,26.86,26.87,182
14223,26.86,101639,642,26.86,26.87,182
14224,26.87,101643,642,26.86,26.87,231
14225,26.87,101647,642,26.86,26.87,227
14226,26.87,101647,642,26.86,26.87,227
14227,26.87,101674,640,26.86,26.87,228
14228,26.87,101828,620,26.86,26.87,278
14229,26.87,101828,622,26.86,26.87,277
14230,26.87,101830,653,26.86,26.87,297
14231,26.87,101835,653,26.86,26.87,295
14232,26.87,101835,654,26.86,26.87,295
14233,26.87,101845,654,26.86,26.87,301
14234,26.87,101930,655,26.86,26.87,216
