updateCount,lastprice,volume,bidsize,bid,ask,asksize
23342,27.06,312873,1940,27.05,27.06,2962
23343,27.06,312876,1940,27.05,27.06,2960
23344,27.06,312882,1940,27.05,27.06,2959
23345,27.05,312883,1996,27.05,27.06,2959
23346,27.05,312887,1992,27.05,27.06,2960
23347,27.05,312887,1992,27.05,27.06,2960
23348,27.05,312887,1992,27.05,27.06,2960
23349,27.05,312887,1992,27.05,27.06,2990
23350,27.05,312888,1991,27.05,27.06,2991
23351,27.05,312888,1991,27.05,27.06,2991
23352,27.06,312894,1993,27.05,27.06,2986
23353,27.06,313359,1557,27.05,27.06,512
23354,27.05,313365,1534,27.05,27.06,508
23355,27.05,313365,939,27.05,27.06,508
23356,27.06,313874,401,27.06,27.07,1089
23357,27.06,313884,430,27.06,27.07,1074
23358,27.06,313893,421,27.06,27.07,1051
23359,27.06,313905,409,27.06,27.07,1050
23360,27.06,313905,409,27.06,27.07,1050
23361,27.06,313906,490,27.06,27.07,1050
23362,27.06,313913,484,27.06,27.07,1070
23363,27.06,313913,484,27.06,27.07,1070
23364,27.06,313914,1119,27.06,27.07,1069
23365,27.06,313914,1222,27.06,27.07,973
23366,27.06,313914,1222,27.06,27.07,973
23367,27.06,313966,1170,27.06,27.07,973
23368,27.06,313979,1158,27.06,27.07,968
23369,27.06,313979,1158,27.06,27.07,968
23370,27.06,313980,1127,27.06,27.07,1003
23371,27.06,313981,1126,27.06,27.07,1003
23372,27.06,313981,1126,27.06,27.07,1003
23373,27.07,313988,1126,27.06,27.07,924
23374,27.06,313990,1125,27.06,27.07,1558
23375,27.06,313990,1125,27.06,27.07,1558
23376,27.06,313992,1126,27.06,27.07,1560
23377,27.06,313993,1125,27.06,27.07,1560
23378,27.06,313993,1125,27.06,27.07,1560
23379,27.06,313994,1125,27.06,27.07,1580
23380,27.06,313996,1124,27.06,27.07,1582
23381,27.06,313996,1124,27.06,27.07,1582
23382,27.06,313996,1126,27.06,27.07,1580
23383,27.06,313996,1126,27.06,27.07,1580
23384,27.06,313996,1127,27.06,27.07,2176
23385,27.06,314002,1121,27.06,27.07,2177
23386,27.06,314003,1120,27.06,27.07,2179
23387,27.06,314003,1120,27.06,27.07,2179
23388,27.06,314008,1115,27.06,27.07,2179
23389,27.06,314017,1107,27.06,27.07,2184
23390,27.06,314017,1107,27.06,27.07,2184
23391,27.06,314021,1103,27.06,27.07,2188
23392,27.06,314021,1103,27.06,27.07,2188
23393,27.06,314021,1103,27.06,27.07,2206
23394,27.07,314041,1103,27.06,27.07,2185
23395,27.06,314051,1098,27.06,27.07,2146
23396,27.06,314051,1098,27.06,27.07,2146
23397,27.06,314058,1097,27.06,27.07,2100
23398,27.06,314059,1096,27.06,27.07,2107
23399,27.06,314059,1096,27.06,27.07,2107
23400,27.06,314065,1292,27.06,27.07,2108
23401,27.06,314080,1280,27.06,27.07,2109
23402,27.06,314080,1280,27.06,27.07,2110
23403,27.06,314085,1275,27.06,27.07,2081
23404,27.06,314105,1257,27.06,27.07,2082
23405,27.06,314105,1257,27.06,27.07,2082
23406,27.06,314106,1255,27.06,27.07,2086
23407,27.06,314107,1254,27.06,27.07,2086
23408,27.06,314107,1254,27.06,27.07,2095
23409,27.06,314108,1253,27.06,27.07,2095
23410,27.06,314135,1232,27.06,27.07,2094
23411,27.07,314185,1232,27.06,27.07,2044
23412,27.06,314187,1325,27.06,27.07,2046
23413,27.06,314193,1323,27.06,27.07,2041
23414,27.06,314193,1323,27.06,27.07,2042
23415,27.06,314206,1310,27.06,27.07,2042
23416,27.06,314206,1310,27.06,27.07,2042
23417,27.06,314206,1310,27.06,27.07,2041
23418,27.06,314211,1310,27.06,27.07,2051
23419,27.06,314212,1312,27.06,27.07,2051
23420,27.06,314212,1312,27.06,27.07,2051
23421,27.07,314217,1312,27.06,27.07,2051
23422,27.07,314217,1312,27.06,27.07,2051
23423,27.07,314217,1312,27.06,27.07,2054
23424,27.07,314217,1313,27.06,27.07,2055
23425,27.06,314218,1318,27.06,27.07,2056
23426,27.07,314233,1308,27.06,27.07,2051
23427,27.07,314233,1309,27.06,27.07,2061
23428,27.06,314234,1308,27.06,27.07,2057
23429,27.06,314234,1308,27.06,27.07,2057
23430,27.06,314234,1408,27.06,27.07,2071
23431,27.06,314245,1397,27.06,27.07,2106
23432,27.06,314249,1393,27.06,27.07,2106
23433,27.06,314251,1391,27.06,27.07,2111
23434,27.06,314251,1391,27.06,27.07,2111
23435,27.06,314251,1401,27.06,27.07,2662
23436,27.07,314253,1400,27.06,27.07,2664
23437,27.07,314253,1400,27.06,27.07,2664
23438,27.06,314256,1397,27.06,27.07,2672
23439,27.06,314260,1394,27.06,27.07,2682
23440,27.06,314264,1390,27.06,27.07,2683
23441,27.07,314316,1389,27.06,27.07,2632
23442,27.07,314316,1389,27.06,27.07,2712
23443,27.07,314316,1389,27.06,27.07,2712
23444,27.06,314317,1447,27.06,27.07,2712
23445,27.06,314322,1512,27.06,27.07,2716
23446,27.07,314323,1515,27.06,27.07,2737
23447,27.07,314323,1515,27.06,27.07,2737
23448,27.06,314324,1514,27.06,27.07,2737
23449,27.06,314324,1514,27.06,27.07,2737
23450,27.06,314324,1514,27.06,27.07,2742
23451,27.06,314324,1514,27.06,27.07,3456
23452,27.06,314324,1514,27.06,27.07,3456
23453,27.06,314324,1519,27.06,27.07,3436
23454,27.06,314325,1519,27.06,27.07,3446
23455,27.06,314326,1518,27.06,27.07,3447
23456,27.06,314326,1518,27.06,27.07,3463
23457,27.07,314327,1518,27.06,27.07,3462
23458,27.07,314327,1518,27.06,27.07,3462
23459,27.07,314327,1616,27.06,27.07,3464
23460,27.06,314332,1659,27.06,27.07,3463
23461,27.06,314332,1659,27.06,27.07,3463
23462,27.06,314332,1659,27.06,27.07,3463
23463,27.07,314334,1659,27.06,27.07,3461
23464,27.07,314334,1659,27.06,27.07,3461
23465,27.07,314334,1672,27.06,27.07,3460
23466,27.07,314334,1672,27.06,27.07,3460
23467,27.07,314334,1672,27.06,27.07,3460
23468,27.06,314335,1671,27.06,27.07,3460
23469,27.07,314337,1672,27.06,27.07,3457
23470,27.07,314337,1672,27.06,27.07,3457
23471,27.07,314338,1672,27.06,27.07,3456
23472,27.07,314338,1672,27.06,27.07,3456
23473,27.07,314338,1672,27.06,27.07,3456
23474,27.06,314340,1670,27.06,27.07,3457
23475,27.06,314345,1665,27.06,27.07,3284
23476,27.06,314345,1665,27.06,27.07,3284
23477,27.07,314347,1665,27.06,27.07,3282
23478,27.06,314353,1566,27.06,27.07,3282
23479,27.06,314353,1566,27.06,27.07,3282
23480,27.07,314355,1566,27.06,27.07,3281
23481,27.07,314355,1566,27.06,27.07,3281
23482,27.07,314355,1566,27.06,27.07,3281
23483,27.06,314380,1541,27.06,27.07,3279
23484,27.06,314381,1540,27.06,27.07,3287
23485,27.06,314381,1540,27.06,27.07,3287
23486,27.06,314382,1559,27.06,27.07,3290
23487,27.06,314382,1559,27.06,27.07,3290
23488,27.06,314382,1559,27.06,27.07,3290
23489,27.06,314382,1559,27.06,27.07,3290
23490,27.07,314392,1559,27.06,27.07,3280
23491,27.07,314392,1559,27.06,27.07,3280
23492,27.06,314407,1556,27.06,27.07,3269
23493,27.07,314408,1556,27.06,27.07,3269
23494,27.07,314408,1556,27.06,27.07,3269
23495,27.07,314408,1556,27.06,27.07,3270
23496,27.07,314408,1556,27.06,27.07,3270
23497,27.07,314408,1557,27.06,27.07,3274
23498,27.06,314411,1553,27.06,27.07,3275
23499,27.06,314412,1552,27.06,27.07,3240
23500,27.06,314412,1552,27.06,27.07,3240
23501,27.06,314412,1552,27.06,27.07,3241
23502,27.06,314421,1544,27.06,27.07,3240
23503,27.06,314421,1544,27.06,27.07,3320
23504,27.07,314433,1544,27.06,27.07,3313
23505,27.07,314433,1544,27.06,27.07,3313
23506,27.07,314435,1544,27.06,27.07,3311
23507,27.06,314440,1539,27.06,27.07,3316
23508,27.06,314440,1539,27.06,27.07,3316
23509,27.06,314441,1538,27.06,27.07,3316
23510,27.06,314441,1538,27.06,27.07,3315
23511,27.06,314441,1538,27.06,27.07,3315
23512,27.06,314441,1543,27.06,27.07,3327
23513,27.07,314443,1544,27.06,27.07,3325
23514,27.07,314443,1544,27.06,27.07,3325
23515,27.07,314443,1544,27.06,27.07,3325
23516,27.07,314443,1615,27.06,27.07,3325
23517,27.07,314464,1614,27.06,27.07,3440
23518,27.07,314464,1614,27.06,27.07,3441
23519,27.06,314470,1610,27.06,27.07,3442
23520,27.06,314470,1610,27.06,27.07,3442
23521,27.06,314470,1635,27.06,27.07,3442
23522,27.07,314471,1635,27.06,27.07,3452
23523,27.07,314496,1692,27.06,27.07,3427
23524,27.07,314496,1692,27.06,27.07,3427
23525,27.06,314499,1691,27.06,27.07,3425
23526,27.06,314501,1690,27.06,27.07,3425
23527,27.06,314501,1690,27.06,27.07,4139
23528,27.06,314504,1687,27.06,27.07,4140
23529,27.06,314505,1688,27.06,27.07,4142
23530,27.06,314505,1688,27.06,27.07,4142
23531,27.06,314506,1709,27.06,27.07,4142
23532,27.07,314537,1699,27.06,27.07,4146
23533,27.07,314537,1699,27.06,27.07,4146
23534,27.07,314544,1693,27.06,27.07,4147
23535,27.07,314544,1693,27.06,27.07,4147
23536,27.07,314544,1693,27.06,27.07,4153
23537,27.07,314544,1696,27.06,27.07,4158
23538,27.07,314544,1696,27.06,27.07,4158
23539,27.07,314544,1696,27.06,27.07,4160
23540,27.07,314544,1771,27.06,27.07,4151
23541,27.07,314544,1771,27.06,27.07,4151
23542,27.06,314545,1770,27.06,27.07,4085
23543,27.06,314584,1734,27.06,27.07,4083
23544,27.06,314591,1729,27.06,27.07,4083
23545,27.06,314591,1729,27.06,27.07,4093
23546,27.06,314596,1721,27.06,27.07,4098
23547,27.07,314597,1721,27.06,27.07,4097
23548,27.07,314597,1722,27.06,27.07,4097
23549,27.07,314597,1724,27.06,27.07,4097
23550,27.07,314597,1724,27.06,27.07,4097
23551,27.07,314597,1734,27.06,27.07,3393
23552,27.06,314602,1110,27.06,27.07,973
23553,27.06,314602,1110,27.06,27.07,973
23554,27.07,315592,178,27.07,27.08,1999
23555,27.07,315594,179,27.07,27.08,1998
23556,27.07,315595,178,27.07,27.08,1998
23557,27.07,315595,179,27.07,27.08,1999
23558,27.08,315601,178,27.07,27.08,1995
23559,27.08,315601,178,27.07,27.08,1995
23560,27.07,315604,183,27.07,27.08,1992
23561,27.08,315606,847,27.07,27.08,1992
23562,27.07,315607,888,27.07,27.08,1992
23563,27.07,315607,895,27.07,27.08,1992
23564,27.07,315607,900,27.07,27.08,1992
23565,27.07,315607,900,27.07,27.08,1992
23566,27.07,315609,898,27.07,27.08,1992
23567,27.08,316180,882,27.07,27.08,1423
23568,27.08,316180,882,27.07,27.08,1423
23569,27.07,316184,878,27.07,27.08,1269
23570,27.07,316234,829,27.07,27.08,1269
23571,27.07,316234,829,27.07,27.08,1269
23572,27.07,316239,825,27.07,27.08,1290
23573,27.07,316239,825,27.07,27.08,1290
23574,27.07,316239,825,27.07,27.08,1294
23575,27.08,316243,839,27.07,27.08,1271
23576,27.07,316246,838,27.07,27.08,1271
23577,27.07,316246,838,27.07,27.08,1271
23578,27.08,316254,833,27.07,27.08,1270
23579,27.08,316256,836,27.07,27.08,1268
23580,27.08,316256,836,27.07,27.08,1268
23581,27.08,316256,1431,27.07,27.08,1269
23582,27.07,316263,1677,27.07,27.08,1269
23583,27.07,316263,1677,27.07,27.08,1269
23584,27.07,316266,1775,27.07,27.08,1289
23585,27.07,316276,1770,27.07,27.08,1324
23586,27.07,316276,1770,27.07,27.08,1325
23587,27.07,316276,1770,27.07,27.08,1325
23588,27.08,316346,1771,27.07,27.08,1255
23589,27.08,316347,1771,27.07,27.08,1254
23590,27.08,317395,1777,27.07,27.08,191
23591,27.08,317473,162,27.08,27.09,1599
23592,27.08,317483,154,27.08,27.09,1601
23593,27.09,317518,262,27.08,27.09,1591
23594,27.09,317542,468,27.08,27.09,1567
23595,27.08,317582,499,27.08,27.09,1523
23596,27.09,319069,596,27.08,27.1,2345
23597,27.1,319107,80,27.09,27.1,2334
23598,27.09,319125,108,27.09,27.1,2334
23599,27.09,319271,55,27.09,27.1,2266
23600,27.1,319384,44,27.09,27.1,2169
23601,27.1,319441,62,27.09,27.1,2121
23602,27.1,319578,69,27.09,27.1,2005
23603,27.09,319755,808,27.08,27.09,543
23604,27.09,319756,773,27.08,27.09,544
23605,27.09,319836,869,27.08,27.09,512
23606,27.08,319843,879,27.08,27.09,513
23607,27.08,319843,888,27.08,27.09,514
23608,27.09,319864,888,27.08,27.09,494
23609,27.09,319869,886,27.08,27.09,1085
23610,27.09,319871,886,27.08,27.09,1084
23611,27.09,319877,786,27.08,27.09,1169
23612,27.09,319883,717,27.08,27.09,1188
23613,27.09,319884,678,27.08,27.09,1187
23614,27.09,319902,678,27.08,27.09,1175
23615,27.09,319902,678,27.08,27.09,1175
23616,27.09,319902,676,27.08,27.09,1175
23617,27.09,321080,909,27.09,27.1,2152
23618,27.09,321083,1054,27.09,27.1,2102
23619,27.09,321083,1055,27.09,27.1,2132
23620,27.09,321141,1014,27.09,27.1,2158
23621,27.1,321142,1014,27.09,27.1,2871
23622,27.1,321153,1014,27.09,27.1,2861
23623,27.1,321154,1017,27.09,27.1,2862
23624,27.09,321157,1015,27.09,27.1,2864
23625,27.1,321228,1024,27.09,27.1,2029
23626,27.09,321235,1032,27.09,27.1,2023
23627,27.1,321236,1032,27.09,27.1,2022
23628,27.1,321237,1065,27.09,27.1,2021
23629,27.09,321243,1263,27.09,27.1,2025
23630,27.1,321250,1265,27.09,27.1,2074
23631,27.1,321258,1265,27.09,27.1,2067
23632,27.1,321276,1252,27.09,27.1,2065
23633,27.09,321347,1235,27.09,27.1,2017
23634,27.1,321388,1237,27.09,27.1,1977
23635,27.09,321401,1234,27.09,27.1,1969
23636,27.1,321432,1234,27.09,27.1,1938
23637,27.1,321513,1232,27.09,27.1,1859
23638,27.1,321525,1232,27.09,27.1,1848
23639,27.1,321527,1232,27.09,27.1,1845
23640,27.1,321535,1226,27.09,27.1,1867
23641,27.1,321539,1226,27.09,27.1,1837
23642,27.1,321550,1226,27.09,27.1,1827
23643,27.1,321572,1229,27.09,27.1,1819
23644,27.1,321583,1225,27.09,27.1,1816
23645,27.1,321583,1225,27.09,27.1,1816
23646,27.1,321617,1244,27.09,27.1,1887
23647,27.1,321666,1243,27.09,27.1,1840
23648,27.1,321666,1243,27.09,27.1,1840
23649,27.09,321684,1241,27.09,27.1,1827
23650,27.1,321719,1229,27.09,27.1,1807
23651,27.1,321719,1229,27.09,27.1,1807
23652,27.1,321723,1229,27.09,27.1,1915
23653,27.09,321810,1224,27.09,27.1,2528
23654,27.09,321810,1224,27.09,27.1,2528
23655,27.1,321828,1225,27.09,27.1,2512
23656,27.1,321889,1223,27.09,27.1,2461
23657,27.1,321909,1223,27.09,27.1,2441
23658,27.1,321969,1217,27.09,27.1,2456
23659,27.1,321979,1217,27.09,27.1,3183
23660,27.1,321985,1216,27.09,27.1,3177
23661,27.1,322105,1216,27.09,27.1,3059
23662,27.1,322235,1220,27.09,27.1,2928
23663,27.1,322265,1220,27.09,27.1,2898
23664,27.1,322572,1235,27.09,27.1,2586
23665,27.1,322583,1301,27.09,27.1,2518
23666,27.1,322583,1301,27.09,27.1,2518
23667,27.09,322585,1302,27.09,27.1,2519
23668,27.1,322597,1299,27.09,27.1,2993
23669,27.1,322597,1299,27.09,27.1,2993
23670,27.1,322614,1299,27.09,27.1,2958
23671,27.09,322627,1318,27.09,27.1,3662
23672,27.09,322627,1318,27.09,27.1,3662
23673,27.09,322628,1317,27.09,27.1,3669
23674,27.09,322629,1316,27.09,27.1,3665
23675,27.09,322629,1316,27.09,27.1,3666
23676,27.1,322649,1310,27.09,27.1,3651
23677,27.09,322680,1310,27.09,27.1,3621
23678,27.09,322680,1310,27.09,27.1,3621
23679,27.09,322683,1314,27.09,27.1,3620
23680,27.1,322685,1313,27.09,27.1,3619
23681,27.09,322686,1319,27.09,27.1,3619
23682,27.1,323739,1319,27.09,27.1,2537
23683,27.09,324322,1434,27.09,27.1,1939
23684,27.1,324323,1434,27.09,27.1,2396
23685,27.1,324709,1434,27.09,27.1,2003
23686,27.1,324711,1433,27.09,27.1,293
23687,27.09,325005,204,27.1,27.11,640
23688,27.1,325032,226,27.1,27.11,596
23689,27.1,325038,858,27.1,27.11,616
23690,27.1,325048,893,27.1,27.11,596
23691,27.11,325080,1391,27.1,27.11,576
23692,27.1,325084,1447,27.1,27.11,476
23693,27.11,325106,949,27.1,27.11,466
23694,27.1,325143,975,27.1,27.11,440
23695,27.11,325151,978,27.1,27.11,431
23696,27.11,325585,413,27.11,27.12,607
23697,27.11,326049,553,27.11,27.12,60
23698,27.12,326147,13,27.12,27.13,736
23699,27.11,326280,824,27.11,27.12,2
23700,27.13,326832,795,27.11,27.13,87
23701,27.12,326892,215,27.12,27.14,936
23702,27.13,326955,190,27.12,27.14,989
23703,27.12,327174,191,27.12,27.14,1002
23704,27.13,327179,38,27.13,27.14,977
23705,27.13,327297,254,27.12,27.13,16
23706,27.13,327600,320,27.12,27.13,1
23707,27.13,327653,52,27.13,27.14,721
23708,27.14,327678,34,27.13,27.14,828
23709,27.14,327732,231,27.13,27.14,746
23710,27.14,327752,247,27.13,27.14,798
23711,27.13,327786,238,27.13,27.14,782
23712,27.14,327868,92,27.13,27.14,623
23713,27.13,327881,84,27.13,27.14,616
23714,27.14,327897,81,27.13,27.14,603
23715,27.13,327945,393,27.12,27.13,1
23716,27.14,328822,208,27.14,27.15,714
23717,27.14,328835,282,27.14,27.15,775
23718,27.14,329163,167,27.13,27.14,39
23719,27.14,329185,110,27.13,27.14,51
23720,27.14,329197,104,27.13,27.14,76
23721,27.13,329254,82,27.13,27.14,127
23722,27.14,329450,59,27.14,27.15,1177
23723,27.13,329521,78,27.13,27.14,32
23724,27.14,329539,124,27.13,27.14,196
23725,27.14,329590,17,27.13,27.14,228
23726,27.14,329601,97,27.13,27.14,246
23727,27.13,329648,84,27.13,27.14,281
23728,27.14,329651,174,27.13,27.14,581
23729,27.14,329708,173,27.13,27.14,647
23730,27.14,329838,99,27.13,27.14,664
23731,27.14,329857,217,27.13,27.14,650
23732,27.14,329915,288,27.13,27.14,680
23733,27.13,329948,258,27.13,27.14,861
23734,27.14,329958,262,27.13,27.14,851
23735,27.13,330234,285,27.12,27.13,610
23736,27.13,330256,135,27.12,27.13,643
23737,27.13,330264,135,27.12,27.13,715
23738,27.13,330386,125,27.12,27.13,619
23739,27.13,330801,129,27.12,27.13,183
23740,27.13,330809,129,27.12,27.13,39
23741,27.13,330858,130,27.13,27.14,1073
23742,27.13,330894,189,27.13,27.14,982
23743,27.14,330996,273,27.13,27.14,776
23744,27.13,331007,268,27.13,27.14,769
23745,27.13,331051,247,27.13,27.14,493
23746,27.14,331053,347,27.13,27.14,490
23747,27.14,331089,377,27.13,27.14,469
23748,27.13,331296,77,27.13,27.14,463
23749,27.13,331575,825,27.12,27.13,438
23750,27.13,331583,780,27.12,27.13,473
23751,27.13,331596,776,27.12,27.13,1063
23752,27.13,331600,795,27.12,27.13,1063
23753,27.13,332025,846,27.12,27.13,785
23754,27.13,332029,847,27.12,27.13,747
23755,27.13,332032,847,27.12,27.13,744
23756,27.12,332059,851,27.12,27.13,1331
23757,27.12,332063,849,27.12,27.13,1377
23758,27.13,332088,845,27.12,27.13,1356
23759,27.13,332112,840,27.12,27.13,1337
23760,27.13,332121,839,27.12,27.13,1615
23761,27.13,332121,839,27.12,27.13,1615
23762,27.13,332125,836,27.12,27.13,1694
23763,27.12,332158,813,27.12,27.13,2291
23764,27.12,332158,813,27.12,27.13,2291
23765,27.12,332282,690,27.12,27.13,2377
23766,27.12,332313,593,27.12,27.13,2394
23767,27.13,332313,593,27.12,27.13,2394
23768,27.13,332330,582,27.12,27.13,2410
23769,27.12,332343,575,27.12,27.13,2890
23770,27.12,332343,575,27.12,27.13,2890
23771,27.13,332403,578,27.12,27.13,2844
23772,27.12,332504,591,27.12,27.13,2799
23773,27.12,332504,591,27.12,27.13,2799
23774,27.12,332537,649,27.12,27.13,2657
23775,27.12,332593,665,27.12,27.13,2617
23776,27.12,332593,665,27.12,27.13,2617
23777,27.12,332615,680,27.12,27.13,3089
23778,27.13,332621,708,27.12,27.13,3091
23779,27.12,332621,708,27.12,27.13,3091
23780,27.12,332840,706,27.12,27.13,2920
23781,27.13,333091,711,27.12,27.13,2713
23782,27.13,333091,711,27.12,27.13,2713
23783,27.12,333232,718,27.12,27.13,3560
23784,27.12,333321,660,27.12,27.13,3492
23785,27.12,333321,660,27.12,27.13,3409
23786,27.13,333329,656,27.12,27.13,3433
23787,27.12,333365,683,27.12,27.13,3383
23788,27.12,333365,683,27.12,27.13,3383
23789,27.13,333387,516,27.12,27.13,808
23790,27.13,334289,128,27.13,27.14,747
23791,27.13,334289,128,27.13,27.14,728
23792,27.13,334309,213,27.13,27.14,727
23793,27.13,334313,209,27.13,27.14,729
23794,27.13,334313,209,27.13,27.14,729
23795,27.13,334422,844,27.12,27.13,61
23796,27.13,334441,756,27.12,27.13,65
23797,27.13,334441,757,27.12,27.13,65
23798,27.14,334510,35,27.13,27.14,851
23799,27.13,334534,207,27.13,27.14,711
23800,27.13,334534,970,27.13,27.14,717
23801,27.14,334541,1088,27.13,27.14,728
23802,27.13,334547,1083,27.13,27.14,728
23803,27.13,334547,1083,27.13,27.14,729
23804,27.13,334554,1080,27.13,27.14,728
23805,27.13,334563,1079,27.13,27.14,712
23806,27.13,334563,1080,27.13,27.14,712
23807,27.13,334585,1066,27.13,27.14,699
23808,27.13,334789,863,27.13,27.14,703
23809,27.13,334792,860,27.13,27.14,688
23810,27.13,334809,844,27.13,27.14,793
23811,27.13,334812,856,27.13,27.14,794
23812,27.14,334846,854,27.13,27.14,762
23813,27.14,334873,839,27.13,27.14,751
23814,27.13,335011,706,27.13,27.14,758
23815,27.13,335011,728,27.13,27.14,738
23816,27.13,335151,721,27.13,27.14,792
23817,27.13,335152,720,27.13,27.14,834
23818,27.14,335158,719,27.13,27.14,829
23819,27.13,335666,219,27.13,27.14,827
23820,27.13,335980,588,27.13,27.14,832
23821,27.14,336194,380,27.13,27.14,829
23822,27.13,336297,319,27.13,27.14,792
23823,27.14,336645,615,27.12,27.13,19
23824,27.13,336667,2,27.13,27.14,821
23825,27.12,336725,608,27.12,27.13,110
23826,27.12,336740,547,27.12,27.13,128
23827,27.13,336741,547,27.12,27.13,132
23828,27.13,336747,547,27.12,27.13,229
23829,27.13,336748,1319,27.12,27.13,235
23830,27.13,336845,1321,27.12,27.13,143
23831,27.14,337002,67,27.13,27.14,1066
23832,27.13,337077,1402,27.12,27.13,1
23833,27.13,337079,1347,27.12,27.13,23
23834,27.13,337106,1347,27.12,27.13,1
23835,27.13,337110,22,27.13,27.14,1140
23836,27.13,337111,23,27.13,27.14,1157
23837,27.13,337140,1439,27.12,27.13,194
23838,27.12,337163,1383,27.12,27.13,897
23839,27.13,337183,1368,27.12,27.13,879
23840,27.13,337192,1375,27.12,27.13,878
23841,27.13,337222,1404,27.12,27.13,849
23842,27.13,337222,1404,27.12,27.13,850
23843,27.13,337223,1405,27.12,27.13,1338
23844,27.13,337223,1405,27.12,27.13,1338
23845,27.13,337226,1405,27.12,27.13,1383
23846,27.12,337247,1402,27.12,27.13,1372
23847,27.13,337253,1401,27.12,27.13,1449
23848,27.13,337648,1101,27.12,27.13,1356
23849,27.13,337649,1100,27.12,27.13,1459
23850,27.13,337675,1100,27.12,27.13,1461
23851,27.13,337677,1099,27.12,27.13,1460
23852,27.13,337728,986,27.12,27.13,1477
23853,27.13,337779,936,27.12,27.13,2074
23854,27.13,337790,1027,27.12,27.13,2263
23855,27.12,337906,918,27.12,27.13,2274
23856,27.13,338035,797,27.12,27.13,2264
23857,27.13,338102,731,27.12,27.13,2343
23858,27.12,338215,620,27.12,27.13,2344
23859,27.13,338290,658,27.12,27.13,2311
23860,27.13,338296,667,27.12,27.13,2308
23861,27.12,338303,675,27.12,27.13,2304
23862,27.12,338303,675,27.12,27.13,2304
23863,27.13,338306,812,27.12,27.13,2316
23864,27.12,338352,862,27.12,27.13,2315
23865,27.13,338370,953,27.12,27.13,2313
23866,27.13,338370,955,27.12,27.13,2313
23867,27.12,338371,980,27.12,27.13,2324
23868,27.12,338378,977,27.12,27.13,2423
23869,27.12,338409,946,27.12,27.13,2425
23870,27.12,338491,874,27.12,27.13,2410
23871,27.12,338497,868,27.12,27.13,2413
23872,27.12,338497,868,27.12,27.13,2434
23873,27.12,338507,861,27.12,27.13,2439
23874,27.13,338508,862,27.12,27.13,2438
23875,27.12,338515,855,27.12,27.13,2437
23876,27.13,338518,856,27.12,27.13,2440
23877,27.13,338519,871,27.12,27.13,2439
23878,27.12,338525,865,27.12,27.13,2438
23879,27.12,338529,865,27.12,27.13,2443
23880,27.13,338534,865,27.12,27.13,2438
23881,27.12,338575,889,27.12,27.13,2408
23882,27.12,338580,885,27.12,27.13,2408
23883,27.12,338582,883,27.12,27.13,2408
23884,27.13,338590,881,27.12,27.13,2402
23885,27.12,338591,880,27.12,27.13,2403
23886,27.12,338592,879,27.12,27.13,2403
23887,27.12,338592,933,27.12,27.13,2403
23888,27.13,338624,934,27.12,27.13,2372
23889,27.13,338634,934,27.12,27.13,2362
23890,27.12,338648,860,27.12,27.13,2362
23891,27.13,338663,759,27.12,27.13,2329
23892,27.13,338754,759,27.12,27.13,2239
23893,27.12,338766,752,27.12,27.13,2237
23894,27.12,338779,749,27.12,27.13,2377
23895,27.12,338779,749,27.12,27.13,2377
23896,27.12,338813,716,27.12,27.13,2374
23897,27.12,338835,694,27.12,27.13,2375
23898,27.13,338836,694,27.12,27.13,2374
23899,27.12,338958,652,27.12,27.13,2262
23900,27.13,338967,645,27.12,27.13,2278
23901,27.13,338967,645,27.12,27.13,2278
23902,27.12,338976,646,27.12,27.13,2272
23903,27.12,338990,638,27.12,27.13,2368
23904,27.12,338990,638,27.12,27.13,2368
23905,27.12,339008,634,27.12,27.13,2352
23906,27.12,339014,628,27.12,27.13,2353
23907,27.12,339014,628,27.12,27.13,2353
23908,27.12,339109,534,27.12,27.13,2761
23909,27.12,339670,688,27.11,27.12,135
23910,27.12,339670,688,27.11,27.12,135
23911,27.12,339709,597,27.11,27.12,177
23912,27.12,339734,594,27.11,27.12,80
23913,27.12,339734,594,27.11,27.12,80
23914,27.12,339736,594,27.11,27.12,81
23915,27.12,339870,717,27.12,27.13,3067
23916,27.12,339870,718,27.12,27.13,3047
23917,27.12,340464,225,27.12,27.13,2918
23918,27.12,340711,694,27.11,27.12,37
23919,27.12,340712,659,27.11,27.12,39
23920,27.12,340724,659,27.11,27.12,128
23921,27.12,340850,669,27.11,27.12,230
23922,27.12,340850,669,27.11,27.12,245
23923,27.11,340856,663,27.11,27.12,256
23924,27.12,340858,663,27.11,27.12,451
23925,27.11,340864,657,27.11,27.12,459
23926,27.12,340865,475,27.11,27.12,472
23927,27.12,340865,475,27.11,27.12,472
23928,27.12,340865,570,27.11,27.12,552
23929,27.12,340871,537,27.11,27.12,556
23930,27.12,340872,522,27.11,27.12,582
23931,27.12,340872,572,27.11,27.12,583
23932,27.12,340872,571,27.11,27.12,586
23933,27.12,340872,571,27.11,27.12,586
23934,27.12,340872,571,27.11,27.12,589
23935,27.12,340892,621,27.11,27.12,573
23936,27.11,340894,620,27.11,27.12,574
23937,27.12,340924,620,27.11,27.12,548
23938,27.11,340932,713,27.11,27.12,547
23939,27.11,340932,713,27.11,27.12,547
23940,27.12,340933,715,27.11,27.12,552
23941,27.12,340935,765,27.11,27.12,686
23942,27.12,340938,764,27.11,27.12,694
